rr,0,8,8,8,228.786
random,0,8,8,8,200.19599999999997
cc,0,8,8,8,132.496
rr,1,8,8,8,204.67799999999997
random,1,8,8,8,197.14800000000002
cc,1,8,8,8,144.828
rr,2,8,8,8,242.33500000000004
random,2,8,8,8,180.39499999999998
cc,2,8,8,8,133.155
rr,3,8,8,8,220.08350000000002
random,3,8,8,8,202.57850000000002
cc,3,8,8,8,146.6985
rr,4,8,8,8,126.916
random,4,8,8,8,123.431
cc,4,8,8,8,104.68100000000001
rr,5,8,8,8,125.93050000000001
random,5,8,8,8,122.5705
cc,5,8,8,8,86.4605
rr,6,8,8,8,130.652
random,6,8,8,8,127.392
cc,6,8,8,8,99.652
rr,7,8,8,8,237.7415
random,7,8,8,8,198.91650000000004
cc,7,8,8,8,146.22650000000002
rr,8,8,8,8,181.2595
random,8,8,8,8,173.4495
cc,8,8,8,8,112.0945
rr,9,8,8,8,190.412
random,9,8,8,8,174.322
cc,9,8,8,8,138.897
rr,10,8,8,8,114.88250000000002
random,10,8,8,8,115.10249999999999
cc,10,8,8,8,106.4075
rr,11,8,8,8,214.81849999999997
random,11,8,8,8,180.85350000000003
cc,11,8,8,8,136.2985
rr,12,8,8,8,153.2095
random,12,8,8,8,145.0245
cc,12,8,8,8,108.92949999999999
rr,13,8,8,8,129.5465
random,13,8,8,8,126.8165
cc,13,8,8,8,98.2465
rr,14,8,8,8,104.69749999999999
random,14,8,8,8,101.81250000000001
cc,14,8,8,8,74.0375
rr,15,8,8,8,162.359
random,15,8,8,8,159.254
cc,15,8,8,8,105.479
rr,16,8,8,8,230.85299999999998
random,16,8,8,8,197.473
cc,16,8,8,8,135.34300000000002
rr,17,8,8,8,169.307
random,17,8,8,8,165.187
cc,17,8,8,8,121.842
rr,18,8,8,8,197.644
random,18,8,8,8,185.35400000000004
cc,18,8,8,8,171.554
rr,19,8,8,8,220.274
random,19,8,8,8,208.42400000000004
cc,19,8,8,8,126.599
rr,20,8,8,8,156.84749999999997
random,20,8,8,8,148.5825
cc,20,8,8,8,111.06250000000001
rr,21,8,8,8,220.97749999999996
random,21,8,8,8,203.7825
cc,21,8,8,8,144.19750000000002
rr,22,8,8,8,156.0365
random,22,8,8,8,149.4165
cc,22,8,8,8,98.18650000000001
rr,23,8,8,8,126.09550000000002
random,23,8,8,8,127.56050000000002
cc,23,8,8,8,108.9855
rr,24,8,8,8,149.87800000000001
random,24,8,8,8,145.69299999999998
cc,24,8,8,8,103.34299999999999
rr,25,8,8,8,126.381
random,25,8,8,8,126.211
cc,25,8,8,8,93.436
rr,26,8,8,8,140.6915
random,26,8,8,8,137.16150000000002
cc,26,8,8,8,90.7365
rr,27,8,8,8,135.13450000000003
random,27,8,8,8,132.8795
cc,27,8,8,8,85.8395
rr,28,8,8,8,141.115
random,28,8,8,8,138.225
cc,28,8,8,8,118.39500000000001
rr,29,8,8,8,125.03899999999999
random,29,8,8,8,122.97899999999998
cc,29,8,8,8,98.13400000000001
